Region,Notes,Location code,Type of data,Year,Numero de Migrantes,Género
"   China, Macao SAR*",0,446,B,2020.2,216169,Mujeres
"   China, Taiwan Province of China*",0,158,0,2020.2,0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2020.2,24895,Mujeres
   Japan,0,392,C,2020.2,1423840,Mujeres
   Mongolia,0,496,C R,2020.2,7082,Mujeres
   Republic of Korea,0,410,C R,2020.2,769817,Mujeres
  South-Eastern Asia,0,920,0,2020.2,4972120,Mujeres
   Brunei Darussalam,0,96,B,2020.2,48552,Mujeres
   Cambodia,0,116,B R,2020.2,36611,Mujeres
   Indonesia,0,360,B R,2020.2,148967,Mujeres
   Lao People's Democratic Republic,0,418,C R,2020.2,17338,Mujeres
   Malaysia*,0,458,C R,2020.2,1320295,Mujeres
   Myanmar,0,104,C,2020.2,34548,Mujeres
   Philippines,0,608,C R,2020.2,108420,Mujeres
   Singapore,0,702,B,2020.2,1411131,Mujeres
   Thailand,0,764,B R,2020.2,1810639,Mujeres
   Timor-Leste,0,626,B R,2020.2,3323,Mujeres
   Viet Nam,0,704,C R,2020.2,32296,Mujeres
  Southern Asia,0,5501,0,2020.2,6821046,Mujeres
   Afghanistan,0,4,B R,2020.2,74909,Mujeres
   Bangladesh,0,50,B R,2020.2,1021430,Mujeres
   Bhutan,0,64,B,2020.2,8088,Mujeres
   India,0,356,B R,2020.2,2604792,Mujeres
   Iran (Islamic Republic of),0,364,C R,2020.2,1279717,Mujeres
   Maldives,0,462,C,2020.2,8642,Mujeres
   Nepal,0,524,B R,2020.2,340634,Mujeres
   Pakistan,0,586,B R,2020.2,1463776,Mujeres
   Sri Lanka,0,144,B R,2020.2,19058,Mujeres
  Western Asia,0,922,0,2020.2,16451790,Mujeres
   Armenia,0,51,B R,2020.2,112264,Mujeres
   Azerbaijan*,0,31,B R,2020.2,131221,Mujeres
   Bahrain,0,48,C R,2020.2,241856,Mujeres
   Cyprus*,0,196,B,2020.2,104687,Mujeres
   Georgia*,0,268,B R,2020.2,44489,Mujeres
   Iraq,0,368,C R,2020.2,164339,Mujeres
   Israel,0,376,B R,2020.2,1067058,Mujeres
   Jordan,0,400,C R,2020.2,1701054,Mujeres
   Kuwait,0,414,C R,2020.2,1046729,Mujeres
   Lebanon,0,422,B R,2020.2,873056,Mujeres
   Oman,0,512,C R,2020.2,388811,Mujeres
   Qatar,0,634,C,2020.2,383407,Mujeres
   Saudi Arabia,0,682,C R,2020.2,4219712,Mujeres
   State of Palestine*,5,275,B,2020.2,148047,Mujeres
   Syrian Arab Republic,0,760,C R,2020.2,436432,Mujeres
   Turkey,0,792,B R,2020.2,2928487,Mujeres
   United Arab Emirates,0,784,C R,2020.2,2296540,Mujeres
   Yemen,0,887,C R,2020.2,163601,Mujeres
 EUROPE,0,908,0,2020.2,44726904,Mujeres
  Eastern Europe,0,923,0,2020.2,10857022,Mujeres
   Belarus,0,112,B,2020.2,578377,Mujeres
   Bulgaria,0,100,B,2020.2,92778,Mujeres
   Czechia,0,203,C,2020.2,227980,Mujeres
   Hungary,0,348,B,2020.2,281502,Mujeres
   Poland,0,616,B,2020.2,426805,Mujeres
   Republic of Moldova*,0,498,B,2020.2,61695,Mujeres
   Romania,0,642,B,2020.2,318364,Mujeres
   Russian Federation,0,643,B,2020.2,5924822,Mujeres
   Slovakia,0,703,B,2020.2,96610,Mujeres
   Ukraine*,0,804,B,2020.2,2848089,Mujeres
  Northern Europe,0,924,0,2020.2,7716800,Mujeres
   Channel Islands*,6,830,B,2020.2,43897,Mujeres
   Denmark*,7,208,B,2020.2,363098,Mujeres
   Estonia,0,233,B,2020.2,112510,Mujeres
   Faroe Islands*,8,234,B,2020.2,3270,Mujeres
   Finland*,0,246,B,2020.2,187230,Mujeres
   Iceland,0,352,B,2020.2,29708,Mujeres
   Ireland,0,372,B,2020.2,436500,Mujeres
   Isle of Man*,9,833,B,2020.2,22053,Mujeres
   Latvia,0,428,B,2020.2,142400,Mujeres
   Lithuania,0,440,B,2020.2,72036,Mujeres
   Norway*,0,578,B,2020.2,413032,Mujeres
   Sweden,0,752,B,2020.2,995902,Mujeres
   United Kingdom*,10,826,B,2020.2,4895164,Mujeres
  Southern Europe,0,925,0,2020.2,9310624,Mujeres
   Albania,0,8,B,2020.2,23902,Mujeres
   Andorra,0,20,C,2020.2,22241,Mujeres
   Bosnia and Herzegovina,0,70,I R,2020.2,19162,Mujeres
   Croatia,0,191,B,2020.2,282492,Mujeres
   Gibraltar*,11,292,B,2020.2,5534,Mujeres
   Greece,0,300,B,2020.2,697817,Mujeres
   Holy See*,0,336,I,2020.2,437,Mujeres
   Italy,0,380,B,2020.2,3421084,Mujeres
   Malta,0,470,B,2020.2,48705,Mujeres
   Montenegro,0,499,B,2020.2,43004,Mujeres
   North Macedonia,0,807,B,2020.2,76571,Mujeres
   Portugal,0,620,B,2020.2,522027,Mujeres
   San Marino,0,674,C,2020.2,2552,Mujeres
   Serbia*,0,688,B,2020.2,460518,Mujeres
   Slovenia,0,705,B,2020.2,115149,Mujeres
   Spain*,0,724,B,2020.2,3569429,Mujeres
  Western Europe,0,926,0,2020.2,16842458,Mujeres
   Austria,0,40,B,2020.2,889788,Mujeres
   Belgium,0,56,B,2020.2,1021362,Mujeres
   France*,12,250,B,2020.2,4394139,Mujeres
   Germany,0,276,B,2020.2,7870822,Mujeres
   Liechtenstein,0,438,B,2020.2,13258,Mujeres
   Luxembourg,0,442,B,2020.2,146409,Mujeres
   Monaco,0,492,B,2020.2,13704,Mujeres
   Netherlands*,13,528,B,2020.2,1223929,Mujeres
   Switzerland,0,756,B,2020.2,1269047,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2020.2,7321202,Mujeres
  Caribbean,0,915,0,2020.2,752674,Mujeres
   Anguilla*,14,660,B R,2020.2,3009,Mujeres
   Antigua and Barbuda,0,28,B R,2020.2,16266,Mujeres
   Aruba*,15,533,B R,2020.2,29286,Mujeres
   Bahamas,0,44,B R,2020.2,31422,Mujeres
   Barbados,0,52,B R,2020.2,19201,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,2020.2,0,Mujeres
   British Virgin Islands*,18,92,B R,2020.2,11483,Mujeres
   Cayman Islands*,19,136,C R,2020.2,14225,Mujeres
   Cuba,0,192,B,2020.2,1712,Mujeres
   Curaçao*,20,531,B R,2020.2,32252,Mujeres
   Dominica,0,212,B,2020.2,3970,Mujeres
   Dominican Republic,0,214,B R,2020.2,221252,Mujeres
   Grenada,0,308,B,2020.2,3921,Mujeres
   Guadeloupe*,21,312,B,2020.2,52292,Mujeres
   Haiti,0,332,B R,2020.2,8385,Mujeres
   Jamaica,0,388,B R,2020.2,11621,Mujeres
   Martinique*,22,474,B R,2020.2,39425,Mujeres
   Montserrat*,23,500,B,2020.2,668,Mujeres
   Puerto Rico*,24,630,B,2020.2,132264,Mujeres
   Saint Barthélemy*,0,652,0,2020.2,0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2020.2,3659,Mujeres
   Saint Lucia,0,662,B R,2020.2,4334,Mujeres
   Saint Martin (French part)*,0,663,0,2020.2,0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2020.2,2295,Mujeres
   Sint Maarten (Dutch part)*,25,534,B R,2020.2,15023,Mujeres
   Trinidad and Tobago,0,780,B R,2020.2,39670,Mujeres
   Turks and Caicos Islands*,26,796,B R,2020.2,12423,Mujeres
   United States Virgin Islands*,27,850,B,2020.2,30009,Mujeres
  Central America,0,916,0,2020.2,1136071,Mujeres
   Belize,0,84,B R ,2020.2,30833,Mujeres
   Costa Rica,0,188,B R,2020.2,257093,Mujeres
   El Salvador,0,222,B R,2020.2,22423,Mujeres
   Guatemala,0,320,B R,2020.2,44395,Mujeres
   Honduras,0,340,B R,2020.2,18620,Mujeres
   Mexico,0,484,B R,2020.2,596115,Mujeres
   Nicaragua,0,558,B R,2020.2,20484,Mujeres
   Panama,0,591,B R,2020.2,146108,Mujeres
  South America,0,931,0,2020.2,5432457,Mujeres
   Argentina,0,32,B R,2020.2,1219195,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2020.2,78160,Mujeres
   Brazil,0,76,B R,2020.2,496827,Mujeres
   Chile,0,152,B,2020.2,814942,Mujeres
   Colombia,0,170,B,2020.2,951658,Mujeres
   Ecuador,0,218,B R,2020.2,377927,Mujeres
   Falkland Islands (Malvinas)*,28,238,B,2020.2,868,Mujeres
   French Guiana*,29,254,B R,2020.2,62607,Mujeres
   Guyana,0,328,B R,2020.2,16672,Mujeres
   Paraguay,0,600,B R,2020.2,81256,Mujeres
   Peru,0,604,B R,2020.2,582115,Mujeres
   Suriname,0,740,C R,2020.2,21530,Mujeres
   Uruguay,0,858,B R,2020.2,57330,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2020.2,671370,Mujeres
 NORTHERN AMERICA,0,905,0,2020.2,30387369,Mujeres
   Bermuda*,30,60,B,2020.2,10015,Mujeres
   Canada,0,124,B,2020.2,4220962,Mujeres
   Greenland*,31,304,B,2020.2,2077,Mujeres
   Saint Pierre and Miquelon*,32,666,B,2020.2,475,Mujeres
   United States of America*,33,840,B,2020.2,26153840,Mujeres
 OCEANIA ,0,909,0,2020.2,4734797,Mujeres
  Australia and New Zealand,0,927,0,2020.2,4587233,Mujeres
   Australia*,0,36,B,2020.2,3873673,Mujeres
   New Zealand*,34,554,B,2020.2,713560,Mujeres
  Melanesia,0,928,0,2020.2,56259,Mujeres
   Fiji,0,242,B R,2020.2,6486,Mujeres
   New Caledonia*,0,540,B,2020.2,34857,Mujeres
   Papua New Guinea,0,598,C R,2020.2,12173,Mujeres
   Solomon Islands,0,90,B R,2020.2,1105,Mujeres
   Vanuatu,0,548,B R,2020.2,1638,Mujeres
  Micronesia,0,954,0,2020.2,58798,Mujeres
   Guam*,35,316,B,2020.2,38964,Mujeres
   Kiribati,0,296,B,2020.2,1476,Mujeres
   Marshall Islands,0,584,B,2020.2,1277,Mujeres
   Micronesia (Fed. States of),0,583,B,2020.2,1317,Mujeres
   Nauru,0,520,C R,2020.2,904,Mujeres
   Northern Mariana Islands*,36,580,B,2020.2,12660,Mujeres
   Palau,0,585,B,2020.2,2200,Mujeres
  Polynesia*,0,957,0,2020.2,32507,Mujeres
   American Samoa*,0,16,B,2020.2,11561,Mujeres
   Cook Islands*,37,184,B R,2020.2,2289,Mujeres
   French Polynesia*,38,258,B R,2020.2,12931,Mujeres
   Niue*,39,570,B,2020.2,269,Mujeres
   Samoa,0,882,B R,2020.2,1990,Mujeres
   Tokelau*,40,772,B R,2020.2,652,Mujeres
   Tonga,0,776,B R,2020.2,1698,Mujeres
   Tuvalu,0,798,C,2020.2,107,Mujeres
   Wallis and Futuna Islands*,41,876,B R,2020.2,1010,Mujeres
