Region,Notes,Location code,Type of data,Year,Tasa de Cambio Anual,Género
   Malaysia*,0,458,C R,2005-2010.2,3.8,Mujeres
   Myanmar,0,104,C,2005-2010.2,-2.0,Mujeres
   Philippines,0,608,C R,2005-2010.2,-4.2,Mujeres
   Singapore,0,702,B,2005-2010.2,4.8,Mujeres
   Thailand,0,764,B R,2005-2010.2,7.7,Mujeres
   Timor-Leste,0,626,B R,2005-2010.2,0.0,Mujeres
   Viet Nam,0,704,C R,2005-2010.2,4.4,Mujeres
   Afghanistan,0,4,B R,2005-2010.2,3.2,Mujeres
   Bangladesh,0,50,B R,2005-2010.2,5.2,Mujeres
   Bhutan,0,64,B,2005-2010.2,3.9,Mujeres
   India,0,356,B R,2005-2010.2,-0.9,Mujeres
   Iran (Islamic Republic of),0,364,C R,2005-2010.2,1.4,Mujeres
   Maldives,0,462,C,2005-2010.2,-6.6,Mujeres
   Nepal,0,524,B R,2005-2010.2,-2.6,Mujeres
   Pakistan,0,586,B R,2005-2010.2,4.9,Mujeres
   Sri Lanka,0,144,B R,2005-2010.2,0.1,Mujeres
   Armenia,0,51,B R,2005-2010.2,-15.9,Mujeres
   Azerbaijan*,0,31,B R,2005-2010.2,-2.5,Mujeres
   Bahrain,0,48,C R,2005-2010.2,9.4,Mujeres
   Cyprus*,0,196,B,2005-2010.2,8.5,Mujeres
   Georgia*,0,268,B R,2005-2010.2,0.5,Mujeres
   Iraq,0,368,C R,2005-2010.2,-2.9,Mujeres
   Israel,0,376,B R,2005-2010.2,0.8,Mujeres
   Jordan,0,400,C R,2005-2010.2,4.8,Mujeres
   Kuwait,0,414,C R,2005-2010.2,6.1,Mujeres
   Lebanon,0,422,B R,2005-2010.2,1.1,Mujeres
   Oman,0,512,C R,2005-2010.2,2.6,Mujeres
   Qatar,0,634,C,2005-2010.2,10.5,Mujeres
   Saudi Arabia,0,682,C R,2005-2010.2,4.1,Mujeres
   State of Palestine*,5.0,275,B,2005-2010.2,-0.1,Mujeres
   Syrian Arab Republic,0,760,C R,2005-2010.2,14.2,Mujeres
   Turkey,0,792,B R,2005-2010.2,1.1,Mujeres
   United Arab Emirates,0,784,C R,2005-2010.2,14.6,Mujeres
   Yemen,0,887,C R,2005-2010.2,11.9,Mujeres
   Belarus,0,112,B,2005-2010.2,-0.3,Mujeres
   Bulgaria,0,100,B,2005-2010.2,4.2,Mujeres
   Czechia,0,203,C,2005-2010.2,2.8,Mujeres
   Hungary,0,348,B,2005-2010.2,3.2,Mujeres
   Poland,0,616,B,2005-2010.2,-2.3,Mujeres
   Republic of Moldova*,0,498,B,2005-2010.2,-5.8,Mujeres
   Romania,0,642,B,2005-2010.2,3.5,Mujeres
   Russian Federation,0,643,B,2005-2010.2,-0.6,Mujeres
   Slovakia,0,703,B,2005-2010.2,2.0,Mujeres
   Ukraine*,0,804,B,2005-2010.2,-1.0,Mujeres
   Channel Islands*,6.0,830,B,2005-2010.2,1.7,Mujeres
   Denmark*,7.0,208,B,2005-2010.2,2.6,Mujeres
   Estonia,0,233,B,2005-2010.2,-1.4,Mujeres
   Faroe Islands*,8.0,234,B,2005-2010.2,2.3,Mujeres
   Finland*,0,246,B,2005-2010.2,3.4,Mujeres
   Iceland,0,352,B,2005-2010.2,5.8,Mujeres
   Ireland,0,372,B,2005-2010.2,5.6,Mujeres
   Isle of Man*,9.0,833,B,2005-2010.2,0.8,Mujeres
   Latvia,0,428,B,2005-2010.2,-3.2,Mujeres
   Lithuania,0,440,B,2005-2010.2,-3.2,Mujeres
   Norway*,0,578,B,2005-2010.2,6.6,Mujeres
   Sweden,0,752,B,2005-2010.2,3.2,Mujeres
   United Kingdom*,10.0,826,B,2005-2010.2,3.3,Mujeres
   Albania,0,8,B,2005-2010.2,-4.1,Mujeres
   Andorra,0,20,C,2005-2010.2,0.8,Mujeres
   Bosnia and Herzegovina,0,70,I R,2005-2010.2,-3.9,Mujeres
   Croatia,0,191,B,2005-2010.2,-0.2,Mujeres
   Gibraltar*,11.0,292,B,2005-2010.2,2.0,Mujeres
   Greece,0,300,B,2005-2010.2,2.4,Mujeres
   Holy See*,0,336,I,2005-2010.2,-0.4,Mujeres
   Italy,0,380,B,2005-2010.2,7.6,Mujeres
   Malta,0,470,B,2005-2010.2,4.5,Mujeres
   Montenegro,0,499,B,2005-2010.2,0.0,Mujeres
   North Macedonia,0,807,B,2005-2010.2,0.3,Mujeres
   Portugal,0,620,B,2005-2010.2,-0.2,Mujeres
   San Marino,0,674,C,2005-2010.2,2.0,Mujeres
   Serbia*,0,688,B,2005-2010.2,-0.4,Mujeres
   Slovenia,0,705,B,2005-2010.2,1.6,Mujeres
   Spain*,0,724,B,2005-2010.2,8.7,Mujeres
   Austria,0,40,B,2005-2010.2,2.5,Mujeres
   Belgium,0,56,B,2005-2010.2,4.3,Mujeres
   France*,12.0,250,B,2005-2010.2,1.8,Mujeres
   Germany,0,276,B,2005-2010.2,1.0,Mujeres
   Liechtenstein,0,438,B,2005-2010.2,3.9,Mujeres
   Luxembourg,0,442,B,2005-2010.2,1.5,Mujeres
   Monaco,0,492,B,2005-2010.2,-0.3,Mujeres
   Netherlands*,13.0,528,B,2005-2010.2,1.3,Mujeres
   Switzerland,0,756,B,2005-2010.2,3.8,Mujeres
   Anguilla*,14.0,660,B R,2005-2010.2,1.7,Mujeres
   Antigua and Barbuda,0,28,B R,2005-2010.2,1.3,Mujeres
   Aruba*,15.0,533,B R,2005-2010.2,1.1,Mujeres
   Bahamas,0,44,B R,2005-2010.2,4.1,Mujeres
   Barbados,0,52,B R,2005-2010.2,1.2,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2005-2010.2,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,2005-2010.2,2.8,Mujeres
   Cayman Islands*,19.0,136,C R,2005-2010.2,2.9,Mujeres
   Cuba,0,192,B,2005-2010.2,-9.1,Mujeres
   Curaçao*,20.0,531,B R,2005-2010.2,0.0,Mujeres
   Dominica,0,212,B,2005-2010.2,11.0,Mujeres
   Dominican Republic,0,214,B R,2005-2010.2,1.1,Mujeres
   Grenada,0,308,B,2005-2010.2,0.2,Mujeres
   Guadeloupe*,21.0,312,B,2005-2010.2,1.8,Mujeres
   Haiti,0,332,B R,2005-2010.2,1.0,Mujeres
   Jamaica,0,388,B R,2005-2010.2,-0.6,Mujeres
   Martinique*,22.0,474,B R,2005-2010.2,1.3,Mujeres
   Montserrat*,23.0,500,B,2005-2010.2,0.7,Mujeres
   Puerto Rico*,24.0,630,B,2005-2010.2,-2.7,Mujeres
   Saint Barthélemy*,0,652,0,2005-2010.2,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2005-2010.2,1.6,Mujeres
   Saint Lucia,0,662,B R,2005-2010.2,-1.3,Mujeres
   Saint Martin (French part)*,0,663,0,2005-2010.2,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2005-2010.2,0.3,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,2005-2010.2,13.9,Mujeres
   Trinidad and Tobago,0,780,B R,2005-2010.2,0.7,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,2005-2010.2,5.4,Mujeres
   United States Virgin Islands*,27.0,850,B,2005-2010.2,0.0,Mujeres
   Belize,0,84,B R ,2005-2010.2,2.3,Mujeres
   Costa Rica,0,188,B R,2005-2010.2,2.8,Mujeres
   El Salvador,0,222,B R,2005-2010.2,2.2,Mujeres
   Guatemala,0,320,B R,2005-2010.2,2.6,Mujeres
   Honduras,0,340,B R,2005-2010.2,-0.7,Mujeres
   Mexico,0,484,B R,2005-2010.2,6.1,Mujeres
   Nicaragua,0,558,B R,2005-2010.2,1.2,Mujeres
   Panama,0,591,B R,2005-2010.2,7.1,Mujeres
   Argentina,0,32,B R,2005-2010.2,1.6,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2005-2010.2,2.4,Mujeres
   Brazil,0,76,B R,2005-2010.2,-1.6,Mujeres
   Chile,0,152,B,2005-2010.2,6.2,Mujeres
   Colombia,0,170,B,2005-2010.2,3.7,Mujeres
   Ecuador,0,218,B R,2005-2010.2,13.5,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,2005-2010.2,5.0,Mujeres
   French Guiana*,29.0,254,B R,2005-2010.2,2.6,Mujeres
   Guyana,0,328,B R,2005-2010.2,-6.5,Mujeres
   Paraguay,0,600,B R,2005-2010.2,-0.9,Mujeres
   Peru,0,604,B R,2005-2010.2,4.4,Mujeres
   Suriname,0,740,C R,2005-2010.2,3.3,Mujeres
   Uruguay,0,858,B R,2005-2010.2,-1.3,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2005-2010.2,4.4,Mujeres
   Bermuda*,30.0,60,B,2005-2010.2,0.4,Mujeres
   Canada,0,124,B,2005-2010.2,2.2,Mujeres
   Greenland*,31.0,304,B,2005-2010.2,-1.2,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,2005-2010.2,-2.5,Mujeres
   United States of America*,33.0,840,B,2005-2010.2,2.7,Mujeres
   Australia*,0,36,B,2005-2010.2,3.7,Mujeres
   New Zealand*,34.0,554,B,2005-2010.2,2.4,Mujeres
   Fiji,0,242,B R,2005-2010.2,1.1,Mujeres
   New Caledonia*,0,540,B,2005-2010.2,2.1,Mujeres
   Papua New Guinea,0,598,C R,2005-2010.2,-0.3,Mujeres
   Solomon Islands,0,90,B R,2005-2010.2,-3.4,Mujeres
   Vanuatu,0,548,B R,2005-2010.2,1.4,Mujeres
   Guam*,35.0,316,B,2005-2010.2,0.2,Mujeres
   Kiribati,0,296,B,2005-2010.2,2.9,Mujeres
   Marshall Islands,0,584,B,2005-2010.2,5.0,Mujeres
   Micronesia (Fed. States of),0,583,B,2005-2010.2,-0.6,Mujeres
   Nauru,0,520,C R,2005-2010.2,-18.2,Mujeres
   Northern Mariana Islands*,36.0,580,B,2005-2010.2,-8.7,Mujeres
   Palau,0,585,B,2005-2010.2,-1.2,Mujeres
  Polynesia*,0,957,0,2005-2010.2,-0.2,Mujeres
   American Samoa*,0,16,B,2005-2010.2,-0.5,Mujeres
   Cook Islands*,37.0,184,B R,2005-2010.2,3.8,Mujeres
   French Polynesia*,38.0,258,B R,2005-2010.2,-0.4,Mujeres
   Niue*,39.0,570,B,2005-2010.2,2.4,Mujeres
   Samoa,0,882,B R,2005-2010.2,-2.1,Mujeres
   Tokelau*,40.0,772,B R,2005-2010.2,3.0,Mujeres
   Tonga,0,776,B R,2005-2010.2,1.2,Mujeres
   Tuvalu,0,798,C,2005-2010.2,1.0,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,2005-2010.2,-0.7,Mujeres
   Burundi,0,108,B R,2010-2015.2,3.7,Mujeres
   Comoros,0,174,B,2010-2015.2,-0.2,Mujeres
   Djibouti,0,262,B R,2010-2015.2,1.8,Mujeres
   Eritrea,0,232,I R,2010-2015.2,-0.1,Mujeres
   Ethiopia,0,231,B R,2010-2015.2,14.9,Mujeres
   Kenya,0,404,B R,2010-2015.2,3.1,Mujeres
   Madagascar,0,450,C R,2010-2015.2,2.0,Mujeres
   Malawi,0,454,B R,2010-2015.2,-1.9,Mujeres
   Mauritius*,0,480,C,2010-2015.2,1.8,Mujeres
   Mayotte*,1.0,175,B R,2010-2015.2,2.7,Mujeres
   Mozambique,0,508,B R,2010-2015.2,1.0,Mujeres
   Réunion*,2.0,638,B,2010-2015.2,0.8,Mujeres
   Rwanda,0,646,B R,2010-2015.2,3.9,Mujeres
   Seychelles,0,690,B,2010-2015.2,1.2,Mujeres
   Somalia,0,706,I R,2010-2015.2,-3.3,Mujeres
   South Sudan,0,728,B R,2010-2015.2,26.2,Mujeres
   Uganda,0,800,B R,2010-2015.2,11.0,Mujeres
   United Republic of Tanzania*,0,834,B R,2010-2015.2,4.5,Mujeres
   Zambia,0,894,B R,2010-2015.2,-2.5,Mujeres
   Zimbabwe,0,716,B R,2010-2015.2,0.4,Mujeres
   Angola,0,24,B R,2010-2015.2,12.6,Mujeres
   Cameroon,0,120,B R,2010-2015.2,13.6,Mujeres
   Central African Republic,0,140,C R,2010-2015.2,-2.8,Mujeres
   Chad,0,148,B R,2010-2015.2,1.8,Mujeres
   Congo,0,178,B R,2010-2015.2,-1.9,Mujeres
   Democratic Republic of the Congo,0,180,B R,2010-2015.2,6.2,Mujeres
   Equatorial Guinea,0,226,C,2010-2015.2,50.1,Mujeres
   Gabon,0,266,C R,2010-2015.2,3.7,Mujeres
   Sao Tome and Principe,0,678,C,2010-2015.2,-2.4,Mujeres
   Algeria,0,12,B R,2010-2015.2,2.0,Mujeres
   Egypt,0,818,B R,2010-2015.2,1.5,Mujeres
   Libya,0,434,C R,2010-2015.2,2.5,Mujeres
   Morocco,0,504,C R,2010-2015.2,5.3,Mujeres
   Sudan,3.0,729,B R,2010-2015.2,0.3,Mujeres
   Tunisia,0,788,C R,2010-2015.2,5.3,Mujeres
   Western Sahara,0,732,I,2010-2015.2,2.4,Mujeres
   Botswana,0,72,B R,2010-2015.2,1.7,Mujeres
   Eswatini,0,748,B R,2010-2015.2,-0.2,Mujeres
   Lesotho,0,426,C R,2010-2015.2,6.7,Mujeres
   Namibia,0,516,B R,2010-2015.2,-0.5,Mujeres
   Benin,0,204,C B R,2010-2015.2,3.2,Mujeres
   Burkina Faso,0,854,B R,2010-2015.2,0.9,Mujeres
   Cabo Verde,0,132,B R,2010-2015.2,0.8,Mujeres
   Côte d'Ivoire,0,384,C B R,2010-2015.2,0.9,Mujeres
   Gambia,0,270,B R,2010-2015.2,0.7,Mujeres
   Ghana,0,288,B R,2010-2015.2,4.1,Mujeres
   Guinea,0,324,C B R,2010-2015.2,-9.8,Mujeres
   Guinea-Bissau,0,624,B R,2010-2015.2,1.0,Mujeres
   Liberia,0,430,B R,2010-2015.2,2.6,Mujeres
   Mali,0,466,B R,2010-2015.2,4.2,Mujeres
   Mauritania,0,478,C R,2010-2015.2,13.9,Mujeres
   Niger,0,562,B R,2010-2015.2,13.9,Mujeres
   Nigeria,0,566,C R,2010-2015.2,5.4,Mujeres
   Saint Helena*,4.0,654,C,2010-2015.2,2.4,Mujeres
   Senegal,0,686,B R,2010-2015.2,0.8,Mujeres
   Sierra Leone,0,694,B R,2010-2015.2,-6.5,Mujeres
   Togo,0,768,C R,2010-2015.2,1.8,Mujeres
   Kazakhstan,0,398,B R,2010-2015.2,0.9,Mujeres
   Kyrgyzstan,0,417,B R,2010-2015.2,-2.4,Mujeres
   Tajikistan,0,762,B R,2010-2015.2,-0.2,Mujeres
   Turkmenistan,0,795,B R,2010-2015.2,-0.5,Mujeres
   Uzbekistan,0,860,B R,2010-2015.2,-1.1,Mujeres
   China*,0,156,C,2010-2015.2,1.9,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2010-2015.2,1.0,Mujeres
"   China, Macao SAR*",0,446,B,2010-2015.2,3.2,Mujeres
"   China, Taiwan Province of China*",0,158,0,2010-2015.2,0.0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2010-2015.2,1.8,Mujeres
   Japan,0,392,C,2010-2015.2,0.3,Mujeres
   Mongolia,0,496,C R,2010-2015.2,9.1,Mujeres
   Republic of Korea,0,410,C R,2010-2015.2,8.2,Mujeres
   Brunei Darussalam,0,96,B,2010-2015.2,0.3,Mujeres
   Cambodia,0,116,B R,2010-2015.2,-2.5,Mujeres
   Indonesia,0,360,B R,2010-2015.2,1.5,Mujeres
   Lao People's Democratic Republic,0,418,C R,2010-2015.2,4.7,Mujeres
   Malaysia*,0,458,C R,2010-2015.2,6.1,Mujeres
   Myanmar,0,104,C,2010-2015.2,-1.0,Mujeres
   Philippines,0,608,C R,2010-2015.2,0.3,Mujeres
   Singapore,0,702,B,2010-2015.2,2.8,Mujeres
   Thailand,0,764,B R,2010-2015.2,1.5,Mujeres
   Timor-Leste,0,626,B R,2010-2015.2,-10.5,Mujeres
   Viet Nam,0,704,C R,2010-2015.2,3.4,Mujeres
   Afghanistan,0,4,B R,2010-2015.2,26.5,Mujeres
   Bangladesh,0,50,B R,2010-2015.2,1.1,Mujeres
   Bhutan,0,64,B,2010-2015.2,-3.4,Mujeres
   India,0,356,B R,2010-2015.2,-1.0,Mujeres
   Iran (Islamic Republic of),0,364,C R,2010-2015.2,0.2,Mujeres
   Maldives,0,462,C,2010-2015.2,-9.8,Mujeres
   Nepal,0,524,B R,2010-2015.2,-2.0,Mujeres
   Pakistan,0,586,B R,2010-2015.2,-2.4,Mujeres
   Sri Lanka,0,144,B R,2010-2015.2,0.7,Mujeres
   Armenia,0,51,B R,2010-2015.2,-2.0,Mujeres
   Azerbaijan*,0,31,B R,2010-2015.2,-1.4,Mujeres
   Bahrain,0,48,C R,2010-2015.2,0.8,Mujeres
   Cyprus*,0,196,B,2010-2015.2,-1.3,Mujeres
   Georgia*,0,268,B R,2010-2015.2,1.0,Mujeres
   Iraq,0,368,C R,2010-2015.2,23.7,Mujeres
   Israel,0,376,B R,2010-2015.2,0.7,Mujeres
   Jordan,0,400,C R,2010-2015.2,2.8,Mujeres
   Kuwait,0,414,C R,2010-2015.2,10.8,Mujeres
   Lebanon,0,422,B R,2010-2015.2,19.2,Mujeres
   Oman,0,512,C R,2010-2015.2,13.2,Mujeres
   Qatar,0,634,C,2010-2015.2,1.6,Mujeres
   Saudi Arabia,0,682,C R,2010-2015.2,5.6,Mujeres
   State of Palestine*,5.0,275,B,2010-2015.2,-0.1,Mujeres
   Syrian Arab Republic,0,760,C R,2010-2015.2,-15.2,Mujeres
   Turkey,0,792,B R,2010-2015.2,19.3,Mujeres
   United Arab Emirates,0,784,C R,2010-2015.2,2.5,Mujeres
   Yemen,0,887,C R,2010-2015.2,6.2,Mujeres
   Belarus,0,112,B,2010-2015.2,-0.1,Mujeres
   Bulgaria,0,100,B,2010-2015.2,8.1,Mujeres
   Czechia,0,203,C,2010-2015.2,1.8,Mujeres
   Hungary,0,348,B,2010-2015.2,1.1,Mujeres
   Poland,0,616,B,2010-2015.2,-1.4,Mujeres
   Republic of Moldova*,0,498,B,2010-2015.2,-4.1,Mujeres
   Romania,0,642,B,2010-2015.2,8.1,Mujeres
   Russian Federation,0,643,B,2010-2015.2,0.9,Mujeres
   Slovakia,0,703,B,2010-2015.2,2.2,Mujeres
   Ukraine*,0,804,B,2010-2015.2,0.4,Mujeres
   Channel Islands*,6.0,830,B,2010-2015.2,1.1,Mujeres
   Denmark*,7.0,208,B,2010-2015.2,3.3,Mujeres
   Estonia,0,233,B,2010-2015.2,-2.6,Mujeres
   Faroe Islands*,8.0,234,B,2010-2015.2,2.4,Mujeres
   Finland*,0,246,B,2010-2015.2,6.3,Mujeres
   Iceland,0,352,B,2010-2015.2,2.7,Mujeres
   Ireland,0,372,B,2010-2015.2,0.7,Mujeres
   Isle of Man*,9.0,833,B,2010-2015.2,-0.4,Mujeres
   Latvia,0,428,B,2010-2015.2,-3.2,Mujeres
   Lithuania,0,440,B,2010-2015.2,-3.0,Mujeres
   Norway*,0,578,B,2010-2015.2,6.5,Mujeres
   Sweden,0,752,B,2010-2015.2,3.4,Mujeres
   United Kingdom*,10.0,826,B,2010-2015.2,3.6,Mujeres
   Albania,0,8,B,2010-2015.2,-0.3,Mujeres
   Andorra,0,20,C,2010-2015.2,-3.5,Mujeres
   Bosnia and Herzegovina,0,70,I R,2010-2015.2,-0.2,Mujeres
   Croatia,0,191,B,2010-2015.2,-0.3,Mujeres
   Gibraltar*,11.0,292,B,2010-2015.2,1.0,Mujeres
   Greece,0,300,B,2010-2015.2,-0.2,Mujeres
   Holy See*,0,336,I,2010-2015.2,0.3,Mujeres
   Italy,0,380,B,2010-2015.2,0.3,Mujeres
   Malta,0,470,B,2010-2015.2,8.5,Mujeres
   Montenegro,0,499,B,2010-2015.2,-1.5,Mujeres
   North Macedonia,0,807,B,2010-2015.2,0.2,Mujeres
   Portugal,0,620,B,2010-2015.2,3.5,Mujeres
   San Marino,0,674,C,2010-2015.2,1.9,Mujeres
   Serbia*,0,688,B,2010-2015.2,-0.4,Mujeres
   Slovenia,0,705,B,2010-2015.2,-1.0,Mujeres
   Spain*,0,724,B,2010-2015.2,-0.2,Mujeres
   Austria,0,40,B,2010-2015.2,2.8,Mujeres
   Belgium,0,56,B,2010-2015.2,3.2,Mujeres
   France*,12.0,250,B,2010-2015.2,1.6,Mujeres
   Germany,0,276,B,2010-2015.2,0.9,Mujeres
   Liechtenstein,0,438,B,2010-2015.2,1.2,Mujeres
   Luxembourg,0,442,B,2010-2015.2,8.1,Mujeres
   Monaco,0,492,B,2010-2015.2,4.3,Mujeres
   Netherlands*,13.0,528,B,2010-2015.2,1.9,Mujeres
   Switzerland,0,756,B,2010-2015.2,1.5,Mujeres
   Anguilla*,14.0,660,B R,2010-2015.2,1.4,Mujeres
   Antigua and Barbuda,0,28,B R,2010-2015.2,1.2,Mujeres
   Aruba*,15.0,533,B R,2010-2015.2,1.0,Mujeres
   Bahamas,0,44,B R,2010-2015.2,1.7,Mujeres
   Barbados,0,52,B R,2010-2015.2,1.0,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2010-2015.2,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,2010-2015.2,2.8,Mujeres
   Cayman Islands*,19.0,136,C R,2010-2015.2,1.7,Mujeres
   Cuba,0,192,B,2010-2015.2,-9.1,Mujeres
   Curaçao*,20.0,531,B R,2010-2015.2,1.6,Mujeres
   Dominica,0,212,B,2010-2015.2,-0.2,Mujeres
   Dominican Republic,0,214,B R,2010-2015.2,4.6,Mujeres
   Grenada,0,308,B,2010-2015.2,0.2,Mujeres
   Guadeloupe*,21.0,312,B,2010-2015.2,0.0,Mujeres
   Haiti,0,332,B R,2010-2015.2,1.0,Mujeres
   Jamaica,0,388,B R,2010-2015.2,-0.4,Mujeres
   Martinique*,22.0,474,B R,2010-2015.2,3.6,Mujeres
   Montserrat*,23.0,500,B,2010-2015.2,0.9,Mujeres
   Puerto Rico*,24.0,630,B,2010-2015.2,-1.6,Mujeres
   Saint Barthélemy*,0,652,0,2010-2015.2,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2010-2015.2,0.5,Mujeres
   Saint Lucia,0,662,B R,2010-2015.2,-0.8,Mujeres
   Saint Martin (French part)*,0,663,0,2010-2015.2,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2010-2015.2,0.1,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,2010-2015.2,0.8,Mujeres
   Trinidad and Tobago,0,780,B R,2010-2015.2,0.4,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,2010-2015.2,5.5,Mujeres
   United States Virgin Islands*,27.0,850,B,2010-2015.2,0.0,Mujeres
   Belize,0,84,B R ,2010-2015.2,3.4,Mujeres
   Costa Rica,0,188,B R,2010-2015.2,0.4,Mujeres
   El Salvador,0,222,B R,2010-2015.2,0.8,Mujeres
   Guatemala,0,320,B R,2010-2015.2,2.0,Mujeres
   Honduras,0,340,B R,2010-2015.2,6.8,Mujeres
   Mexico,0,484,B R,2010-2015.2,1.1,Mujeres
   Nicaragua,0,558,B R,2010-2015.2,1.4,Mujeres
   Panama,0,591,B R,2010-2015.2,3.2,Mujeres
   Argentina,0,32,B R,2010-2015.2,2.9,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2010-2015.2,3.0,Mujeres
   Brazil,0,76,B R,2010-2015.2,3.6,Mujeres
   Chile,0,152,B,2010-2015.2,9.7,Mujeres
   Colombia,0,170,B,2010-2015.2,3.6,Mujeres
   Ecuador,0,218,B R,2010-2015.2,0.6,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,2010-2015.2,2.1,Mujeres
   French Guiana*,29.0,254,B R,2010-2015.2,2.3,Mujeres
   Guyana,0,328,B R,2010-2015.2,1.1,Mujeres
   Paraguay,0,600,B R,2010-2015.2,-0.5,Mujeres
   Peru,0,604,B R,2010-2015.2,5.4,Mujeres
   Suriname,0,740,C R,2010-2015.2,1.6,Mujeres
   Uruguay,0,858,B R,2010-2015.2,0.7,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2010-2015.2,0.9,Mujeres
   Bermuda*,30.0,60,B,2010-2015.2,0.6,Mujeres
   Canada,0,124,B,2010-2015.2,2.0,Mujeres
   Greenland*,31.0,304,B,2010-2015.2,0.9,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,2010-2015.2,-0.7,Mujeres
   United States of America*,33.0,840,B,2010-2015.2,1.9,Mujeres
   Australia*,0,36,B,2010-2015.2,2.7,Mujeres
   New Zealand*,34.0,554,B,2010-2015.2,1.9,Mujeres
   Fiji,0,242,B R,2010-2015.2,0.4,Mujeres
   New Caledonia*,0,540,B,2010-2015.2,2.9,Mujeres
   Papua New Guinea,0,598,C R,2010-2015.2,0.4,Mujeres
   Solomon Islands,0,90,B R,2010-2015.2,-1.3,Mujeres
   Vanuatu,0,548,B R,2010-2015.2,1.3,Mujeres
   Guam*,35.0,316,B,2010-2015.2,0.2,Mujeres
   Kiribati,0,296,B,2010-2015.2,0.4,Mujeres
   Marshall Islands,0,584,B,2010-2015.2,1.3,Mujeres
   Micronesia (Fed. States of),0,583,B,2010-2015.2,-0.3,Mujeres
   Nauru,0,520,C R,2010-2015.2,12.8,Mujeres
   Northern Mariana Islands*,36.0,580,B,2010-2015.2,-2.1,Mujeres
   Palau,0,585,B,2010-2015.2,-3.2,Mujeres
  Polynesia*,0,957,0,2010-2015.2,-0.7,Mujeres
   American Samoa*,0,16,B,2010-2015.2,0.1,Mujeres
   Cook Islands*,37.0,184,B R,2010-2015.2,2.1,Mujeres
   French Polynesia*,38.0,258,B R,2010-2015.2,-1.0,Mujeres
   Niue*,39.0,570,B,2010-2015.2,-0.1,Mujeres
   Samoa,0,882,B R,2010-2015.2,-3.7,Mujeres
   Tokelau*,40.0,772,B R,2010-2015.2,1.2,Mujeres
   Tonga,0,776,B R,2010-2015.2,-3.2,Mujeres
   Tuvalu,0,798,C,2010-2015.2,1.0,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,2010-2015.2,-0.6,Mujeres
   Burundi,0,108,B R,2015-2020.2,2.9,Mujeres
   Comoros,0,174,B,2015-2020.2,-0.1,Mujeres
   Djibouti,0,262,B R,2015-2020.2,1.3,Mujeres
   Eritrea,0,232,I R,2015-2020.2,-3.0,Mujeres
   Ethiopia,0,231,B R,2015-2020.2,-0.8,Mujeres
   Kenya,0,404,B R,2015-2020.2,-1.6,Mujeres
   Madagascar,0,450,C R,2015-2020.2,2.1,Mujeres
   Malawi,0,454,B R,2015-2020.2,-1.2,Mujeres
   Mauritius*,0,480,C,2015-2020.2,0.2,Mujeres
   Mayotte*,1.0,175,B R,2015-2020.2,6.3,Mujeres
   Mozambique,0,508,B R,2015-2020.2,0.8,Mujeres
   Réunion*,2.0,638,B,2015-2020.2,0.7,Mujeres
   Rwanda,0,646,B R,2015-2020.2,-0.3,Mujeres
   Seychelles,0,690,B,2015-2020.2,0.4,Mujeres
   Somalia,0,706,I R,2015-2020.2,6.1,Mujeres
   South Sudan,0,728,B R,2015-2020.2,1.2,Mujeres
   Uganda,0,800,B R,2015-2020.2,14.4,Mujeres
   United Republic of Tanzania*,0,834,B R,2015-2020.2,1.9,Mujeres
   Zambia,0,894,B R,2015-2020.2,6.5,Mujeres
   Zimbabwe,0,716,B R,2015-2020.2,0.5,Mujeres
   Angola,0,24,B R,2015-2020.2,-0.2,Mujeres
   Cameroon,0,120,B R,2015-2020.2,2.6,Mujeres
   Central African Republic,0,140,C R,2015-2020.2,1.9,Mujeres
   Chad,0,148,B R,2015-2020.2,3.4,Mujeres
   Congo,0,178,B R,2015-2020.2,0.0,Mujeres
   Democratic Republic of the Congo,0,180,B R,2015-2020.2,3.4,Mujeres
