"Region, development group, country or area",Notes,Location code,Type of data,Year,Numero de Migrantes,Género
   State of Palestine*,5.0,275,B,2010M,7.5,Mujeres
   Syrian Arab Republic,0,760,C R,2010M,8.2,Mujeres
   Turkey,0,792,B R,2010M,2.0,Mujeres
   United Arab Emirates,0,784,C R,2010M,86.0,Mujeres
   Yemen,0,887,C R,2010M,1.2,Mujeres
 EUROPE,0,908,0,2010M,9.6,Mujeres
  Eastern Europe,0,923,0,2010M,6.4,Mujeres
   Belarus,0,112,B,2010M,11.7,Mujeres
   Bulgaria,0,100,B,2010M,1.1,Mujeres
   Czechia,0,203,C,2010M,3.0,Mujeres
   Hungary,0,348,B,2010M,4.3,Mujeres
   Poland,0,616,B,2010M,1.9,Mujeres
   Republic of Moldova*,0,498,B,2010M,3.6,Mujeres
   Romania,0,642,B,2010M,0.9,Mujeres
   Russian Federation,0,643,B,2010M,7.4,Mujeres
   Slovakia,0,703,B,2010M,2.9,Mujeres
   Ukraine*,0,804,B,2010M,11.1,Mujeres
  Northern Europe,0,924,0,2010M,11.4,Mujeres
   Channel Islands*,6.0,830,B,2010M,50.1,Mujeres
   Denmark*,7.0,208,B,2010M,9.2,Mujeres
   Estonia,0,233,B,2010M,18.3,Mujeres
   Faroe Islands*,8.0,234,B,2010M,0.0,Mujeres
   Finland*,0,246,B,2010M,4.1,Mujeres
   Iceland,0,352,B,2010M,11.0,Mujeres
   Ireland,0,372,B,2010M,16.2,Mujeres
   Isle of Man*,9.0,833,B,2010M,0.0,Mujeres
   Latvia,0,428,B,2010M,16.5,Mujeres
   Lithuania,0,440,B,2010M,5.4,Mujeres
   Norway*,0,578,B,2010M,10.5,Mujeres
   Sweden,0,752,B,2010M,14.6,Mujeres
   United Kingdom*,10.0,826,B,2010M,11.4,Mujeres
  Southern Europe,0,925,0,2010M,10.6,Mujeres
   Albania,0,8,B,2010M,1.8,Mujeres
   Andorra,0,20,C,2010M,0.0,Mujeres
   Bosnia and Herzegovina,0,70,I R,2010M,1.1,Mujeres
   Croatia,0,191,B,2010M,13.6,Mujeres
   Gibraltar*,11.0,292,B,2010M,0.0,Mujeres
   Greece,0,300,B,2010M,12.3,Mujeres
   Holy See*,0,336,I,2010M,0.0,Mujeres
   Italy,0,380,B,2010M,10.2,Mujeres
   Malta,0,470,B,2010M,7.6,Mujeres
   Montenegro,0,499,B,2010M,14.8,Mujeres
   North Macedonia,0,807,B,2010M,7.3,Mujeres
   Portugal,0,620,B,2010M,7.1,Mujeres
   San Marino,0,674,C,2010M,0.0,Mujeres
   Serbia*,0,688,B,2010M,10.1,Mujeres
   Slovenia,0,705,B,2010M,10.5,Mujeres
   Spain*,0,724,B,2010M,12.8,Mujeres
  Western Europe,0,926,0,2010M,12.8,Mujeres
   Austria,0,40,B,2010M,15.5,Mujeres
   Belgium,0,56,B,2010M,14.0,Mujeres
   France*,12.0,250,B,2010M,11.6,Mujeres
   Germany,0,276,B,2010M,12.0,Mujeres
   Liechtenstein,0,438,B,2010M,0.0,Mujeres
   Luxembourg,0,442,B,2010M,32.0,Mujeres
   Monaco,0,492,B,2010M,0.0,Mujeres
   Netherlands*,13.0,528,B,2010M,11.3,Mujeres
   Switzerland,0,756,B,2010M,27.0,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2010M,1.4,Mujeres
  Caribbean,0,915,0,2010M,3.1,Mujeres
   Anguilla*,14.0,660,B R,2010M,0.0,Mujeres
   Antigua and Barbuda,0,28,B R,2010M,31.9,Mujeres
   Aruba*,15.0,533,B R,2010M,35.7,Mujeres
   Bahamas,0,44,B R,2010M,14.7,Mujeres
   Barbados,0,52,B R,2010M,12.3,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2010M,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,2010M,0.0,Mujeres
   Cayman Islands*,19.0,136,C R,2010M,0.0,Mujeres
   Cuba,0,192,B,2010M,0.1,Mujeres
   Curaçao*,20.0,531,B R,2010M,25.3,Mujeres
   Dominica,0,212,B,2010M,0.0,Mujeres
   Dominican Republic,0,214,B R,2010M,3.2,Mujeres
   Grenada,0,308,B,2010M,6.7,Mujeres
   Guadeloupe*,21.0,312,B,2010M,24.0,Mujeres
   Haiti,0,332,B R,2010M,0.2,Mujeres
   Jamaica,0,388,B R,2010M,0.8,Mujeres
   Martinique*,22.0,474,B R,2010M,15.6,Mujeres
   Montserrat*,23.0,500,B,2010M,0.0,Mujeres
   Puerto Rico*,24.0,630,B,2010M,8.7,Mujeres
   Saint Barthélemy*,0,652,0,2010M,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2010M,0.0,Mujeres
   Saint Lucia,0,662,B R,2010M,5.3,Mujeres
   Saint Martin (French part)*,0,663,0,2010M,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2010M,4.3,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,2010M,0.0,Mujeres
   Trinidad and Tobago,0,780,B R,2010M,3.7,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,2010M,0.0,Mujeres
   United States Virgin Islands*,27.0,850,B,2010M,54.2,Mujeres
  Central America,0,916,0,2010M,1.1,Mujeres
   Belize,0,84,B R ,2010M,14.2,Mujeres
   Costa Rica,0,188,B R,2010M,9.2,Mujeres
   El Salvador,0,222,B R,2010M,0.7,Mujeres
   Guatemala,0,320,B R,2010M,0.5,Mujeres
   Honduras,0,340,B R,2010M,0.3,Mujeres
   Mexico,0,484,B R,2010M,0.8,Mujeres
   Nicaragua,0,558,B R,2010M,0.6,Mujeres
   Panama,0,591,B R,2010M,4.2,Mujeres
  South America,0,931,0,2010M,1.3,Mujeres
   Argentina,0,32,B R,2010M,4.6,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2010M,1.2,Mujeres
   Brazil,0,76,B R,2010M,0.3,Mujeres
   Chile,0,152,B,2010M,2.3,Mujeres
   Colombia,0,170,B,2010M,0.3,Mujeres
   Ecuador,0,218,B R,2010M,2.4,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,2010M,0.0,Mujeres
   French Guiana*,29.0,254,B R,2010M,42.7,Mujeres
   Guyana,0,328,B R,2010M,1.0,Mujeres
   Paraguay,0,600,B R,2010M,2.5,Mujeres
   Peru,0,604,B R,2010M,0.3,Mujeres
   Suriname,0,740,C R,2010M,6.9,Mujeres
   Uruguay,0,858,B R,2010M,2.4,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2010M,4.7,Mujeres
 NORTHERN AMERICA,0,905,0,2010M,15.0,Mujeres
   Bermuda*,30.0,60,B,2010M,0.0,Mujeres
   Canada,0,124,B,2010M,20.5,Mujeres
   Greenland*,31.0,304,B,2010M,0.0,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,2010M,0.0,Mujeres
   United States of America*,33.0,840,B,2010M,14.4,Mujeres
 OCEANIA ,0,909,0,2010M,19.5,Mujeres
   Australia*,0,36,B,2010M,26.7,Mujeres
   New Zealand*,34.0,554,B,2010M,22.0,Mujeres
  Melanesia,0,928,0,2010M,1.1,Mujeres
   Fiji,0,242,B R,2010M,1.5,Mujeres
   New Caledonia*,0,540,B,2010M,22.5,Mujeres
   Papua New Guinea,0,598,C R,2010M,0.3,Mujeres
   Solomon Islands,0,90,B R,2010M,0.5,Mujeres
   Vanuatu,0,548,B R,2010M,1.3,Mujeres
  Micronesia,0,954,0,2010M,22.9,Mujeres
   Guam*,35.0,316,B,2010M,46.5,Mujeres
   Kiribati,0,296,B,2010M,2.6,Mujeres
   Marshall Islands,0,584,B,2010M,0.0,Mujeres
   Micronesia (Fed. States of),0,583,B,2010M,2.6,Mujeres
   Nauru,0,520,C R,2010M,0.0,Mujeres
   Northern Mariana Islands*,36.0,580,B,2010M,0.0,Mujeres
   Palau,0,585,B,2010M,0.0,Mujeres
  Polynesia*,0,957,0,2010M,10.4,Mujeres
   American Samoa*,0,16,B,2010M,0.0,Mujeres
   Cook Islands*,37.0,184,B R,2010M,0.0,Mujeres
   French Polynesia*,38.0,258,B R,2010M,10.5,Mujeres
   Niue*,39.0,570,B,2010M,0.0,Mujeres
   Samoa,0,882,B R,2010M,2.8,Mujeres
   Tokelau*,40.0,772,B R,2010M,0.0,Mujeres
   Tonga,0,776,B R,2010M,4.1,Mujeres
   Tuvalu,0,798,C,2010M,0.0,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,2010M,0.0,Mujeres
   Burundi,0,108,B R,2015M,3.0,Mujeres
   Comoros,0,174,B,2015M,1.7,Mujeres
   Djibouti,0,262,B R,2015M,12.4,Mujeres
   Eritrea,0,232,I R,2015M,0.4,Mujeres
   Ethiopia,0,231,B R,2015M,1.1,Mujeres
   Kenya,0,404,B R,2015M,2.3,Mujeres
   Madagascar,0,450,C R,2015M,0.1,Mujeres
   Malawi,0,454,B R,2015M,1.2,Mujeres
   Mauritius*,0,480,C,2015M,2.0,Mujeres
   Mayotte*,1.0,175,B R,2015M,35.8,Mujeres
   Mozambique,0,508,B R,2015M,1.2,Mujeres
   Réunion*,2.0,638,B,2015M,14.1,Mujeres
   Rwanda,0,646,B R,2015M,4.5,Mujeres
   Seychelles,0,690,B,2015M,8.3,Mujeres
   Somalia,0,706,I R,2015M,0.3,Mujeres
   South Sudan,0,728,B R,2015M,7.7,Mujeres
   Uganda,0,800,B R,2015M,2.2,Mujeres
   United Republic of Tanzania*,0,834,B R,2015M,0.8,Mujeres
   Zambia,0,894,B R,2015M,0.8,Mujeres
   Zimbabwe,0,716,B R,2015M,2.4,Mujeres
  Middle Africa,0,911,0,2015M,2.1,Mujeres
   Angola,0,24,B R,2015M,2.3,Mujeres
   Cameroon,0,120,B R,2015M,2.2,Mujeres
   Central African Republic,0,140,C R,2015M,1.7,Mujeres
   Chad,0,148,B R,2015M,3.6,Mujeres
   Congo,0,178,B R,2015M,7.2,Mujeres
   Democratic Republic of the Congo,0,180,B R,2015M,1.1,Mujeres
   Equatorial Guinea,0,226,C,2015M,9.2,Mujeres
   Gabon,0,266,C R,2015M,14.1,Mujeres
   Sao Tome and Principe,0,678,C,2015M,1.2,Mujeres
  Northern Africa,0,912,0,2015M,0.8,Mujeres
   Algeria,0,12,B R,2015M,0.6,Mujeres
   Egypt,0,818,B R,2015M,0.3,Mujeres
   Libya,0,434,C R,2015M,7.0,Mujeres
   Morocco,0,504,C R,2015M,0.3,Mujeres
   Sudan,3.0,729,B R,2015M,1.6,Mujeres
   Tunisia,0,788,C R,2015M,0.5,Mujeres
   Western Sahara,0,732,I,2015M,0.8,Mujeres
  Southern Africa,0,913,0,2015M,4.9,Mujeres
   Botswana,0,72,B R,2015M,4.0,Mujeres
   Eswatini,0,748,B R,2015M,2.8,Mujeres
   Lesotho,0,426,C R,2015M,0.4,Mujeres
   Namibia,0,516,B R,2015M,3.9,Mujeres
   South Africa,0,710,B R,2015M,5.2,Mujeres
  Western Africa,0,914,0,2015M,1.9,Mujeres
   Benin,0,204,C B R,2015M,3.7,Mujeres
   Burkina Faso,0,854,B R,2015M,4.1,Mujeres
   Cabo Verde,0,132,B R,2015M,2.8,Mujeres
   Côte d'Ivoire,0,384,C B R,2015M,9.6,Mujeres
   Gambia,0,270,B R,2015M,8.7,Mujeres
   Ghana,0,288,B R,2015M,1.4,Mujeres
   Guinea,0,324,C B R,2015M,0.9,Mujeres
   Guinea-Bissau,0,624,B R,2015M,1.3,Mujeres
   Liberia,0,430,B R,2015M,2.2,Mujeres
   Mali,0,466,B R,2015M,2.4,Mujeres
   Mauritania,0,478,C R,2015M,3.6,Mujeres
   Niger,0,562,B R,2015M,1.3,Mujeres
   Nigeria,0,566,C R,2015M,0.6,Mujeres
   Saint Helena*,4.0,654,C,2015M,0.0,Mujeres
   Senegal,0,686,B R,2015M,1.7,Mujeres
   Sierra Leone,0,694,B R,2015M,0.7,Mujeres
   Togo,0,768,C R,2015M,3.7,Mujeres
 ASIA,0,935,0,2015M,1.5,Mujeres
  Central Asia,0,5500,0,2015M,8.1,Mujeres
   Kazakhstan,0,398,B R,2015M,19.7,Mujeres
   Kyrgyzstan,0,417,B R,2015M,4.0,Mujeres
   Tajikistan,0,762,B R,2015M,3.7,Mujeres
   Turkmenistan,0,795,B R,2015M,3.7,Mujeres
   Uzbekistan,0,860,B R,2015M,4.0,Mujeres
  Eastern Asia,0,906,0,2015M,0.5,Mujeres
   China*,0,156,C,2015M,0.1,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2015M,44.6,Mujeres
"   China, Macao SAR*",0,446,B,2015M,64.3,Mujeres
"   China, Taiwan Province of China*",0,158,0,2015M,0.0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2015M,0.2,Mujeres
   Japan,0,392,C,2015M,1.8,Mujeres
   Mongolia,0,496,C R,2015M,0.4,Mujeres
   Republic of Korea,0,410,C R,2015M,2.4,Mujeres
  South-Eastern Asia,0,920,0,2015M,1.5,Mujeres
   Brunei Darussalam,0,96,B,2015M,22.4,Mujeres
   Cambodia,0,116,B R,2015M,0.4,Mujeres
   Indonesia,0,360,B R,2015M,0.1,Mujeres
   Lao People's Democratic Republic,0,418,C R,2015M,0.5,Mujeres
   Malaysia*,0,458,C R,2015M,8.7,Mujeres
   Myanmar,0,104,C,2015M,0.1,Mujeres
   Philippines,0,608,C R,2015M,0.2,Mujeres
   Singapore,0,702,B,2015M,52.0,Mujeres
   Thailand,0,764,B R,2015M,4.9,Mujeres
   Timor-Leste,0,626,B R,2015M,0.6,Mujeres
   Viet Nam,0,704,C R,2015M,0.1,Mujeres
  Southern Asia,0,5501,0,2015M,0.8,Mujeres
   Afghanistan,0,4,B R,2015M,1.0,Mujeres
   Bangladesh,0,50,B R,2015M,0.9,Mujeres
   Bhutan,0,64,B,2015M,2.2,Mujeres
   India,0,356,B R,2015M,0.4,Mujeres
   Iran (Islamic Republic of),0,364,C R,2015M,3.2,Mujeres
   Maldives,0,462,C,2015M,4.3,Mujeres
   Nepal,0,524,B R,2015M,2.4,Mujeres
   Pakistan,0,586,B R,2015M,1.7,Mujeres
   Sri Lanka,0,144,B R,2015M,0.2,Mujeres
  Western Asia,0,922,0,2015M,11.4,Mujeres
   Armenia,0,51,B R,2015M,7.3,Mujeres
   Azerbaijan*,0,31,B R,2015M,2.8,Mujeres
   Bahrain,0,48,C R,2015M,36.7,Mujeres
   Cyprus*,0,196,B,2015M,17.1,Mujeres
   Georgia*,0,268,B R,2015M,2.1,Mujeres
   Iraq,0,368,C R,2015M,0.9,Mujeres
   Israel,0,376,B R,2015M,27.3,Mujeres
   Jordan,0,400,C R,2015M,34.4,Mujeres
   Kuwait,0,414,C R,2015M,61.0,Mujeres
   Lebanon,0,422,B R,2015M,30.7,Mujeres
   Oman,0,512,C R,2015M,20.5,Mujeres
   Qatar,0,634,C,2015M,44.1,Mujeres
   Saudi Arabia,0,682,C R,2015M,24.2,Mujeres
   State of Palestine*,5.0,275,B,2015M,6.7,Mujeres
   Syrian Arab Republic,0,760,C R,2015M,4.6,Mujeres
   Turkey,0,792,B R,2015M,4.9,Mujeres
   United Arab Emirates,0,784,C R,2015M,76.8,Mujeres
   Yemen,0,887,C R,2015M,1.4,Mujeres
 EUROPE,0,908,0,2015M,10.1,Mujeres
  Eastern Europe,0,923,0,2015M,6.7,Mujeres
   Belarus,0,112,B,2015M,11.6,Mujeres
   Bulgaria,0,100,B,2015M,1.7,Mujeres
   Czechia,0,203,C,2015M,3.3,Mujeres
   Hungary,0,348,B,2015M,4.7,Mujeres
   Poland,0,616,B,2015M,1.8,Mujeres
   Republic of Moldova*,0,498,B,2015M,3.0,Mujeres
   Romania,0,642,B,2015M,1.3,Mujeres
   Russian Federation,0,643,B,2015M,7.6,Mujeres
   Slovakia,0,703,B,2015M,3.2,Mujeres
   Ukraine*,0,804,B,2015M,11.6,Mujeres
  Northern Europe,0,924,0,2015M,13.0,Mujeres
   Channel Islands*,6.0,830,B,2015M,51.4,Mujeres
   Denmark*,7.0,208,B,2015M,10.6,Mujeres
   Estonia,0,233,B,2015M,16.4,Mujeres
   Faroe Islands*,8.0,234,B,2015M,0.0,Mujeres
   Finland*,0,246,B,2015M,5.6,Mujeres
   Iceland,0,352,B,2015M,12.2,Mujeres
   Ireland,0,372,B,2015M,16.3,Mujeres
   Isle of Man*,9.0,833,B,2015M,0.0,Mujeres
   Latvia,0,428,B,2015M,14.9,Mujeres
   Lithuania,0,440,B,2015M,5.0,Mujeres
   Norway*,0,578,B,2015M,13.8,Mujeres
   Sweden,0,752,B,2015M,16.7,Mujeres
   United Kingdom*,10.0,826,B,2015M,13.1,Mujeres
  Southern Europe,0,925,0,2015M,10.7,Mujeres
   Albania,0,8,B,2015M,1.8,Mujeres
   Andorra,0,20,C,2015M,0.0,Mujeres
   Bosnia and Herzegovina,0,70,I R,2015M,1.2,Mujeres
   Croatia,0,191,B,2015M,13.7,Mujeres
   Gibraltar*,11.0,292,B,2015M,0.0,Mujeres
   Greece,0,300,B,2015M,12.4,Mujeres
   Holy See*,0,336,I,2015M,0.0,Mujeres
   Italy,0,380,B,2015M,10.2,Mujeres
   Malta,0,470,B,2015M,11.2,Mujeres
   Montenegro,0,499,B,2015M,13.7,Mujeres
   North Macedonia,0,807,B,2015M,7.3,Mujeres
   Portugal,0,620,B,2015M,8.5,Mujeres
   San Marino,0,674,C,2015M,0.0,Mujeres
   Serbia*,0,688,B,2015M,10.0,Mujeres
   Slovenia,0,705,B,2015M,9.9,Mujeres
   Spain*,0,724,B,2015M,12.7,Mujeres
  Western Europe,0,926,0,2015M,13.6,Mujeres
   Austria,0,40,B,2015M,17.3,Mujeres
   Belgium,0,56,B,2015M,15.9,Mujeres
   France*,12.0,250,B,2015M,12.3,Mujeres
   Germany,0,276,B,2015M,12.5,Mujeres
   Liechtenstein,0,438,B,2015M,0.0,Mujeres
   Luxembourg,0,442,B,2015M,43.5,Mujeres
   Monaco,0,492,B,2015M,0.0,Mujeres
   Netherlands*,13.0,528,B,2015M,12.3,Mujeres
   Switzerland,0,756,B,2015M,27.6,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2015M,1.5,Mujeres
  Caribbean,0,915,0,2015M,3.3,Mujeres
   Anguilla*,14.0,660,B R,2015M,0.0,Mujeres
   Antigua and Barbuda,0,28,B R,2015M,32.0,Mujeres
   Aruba*,15.0,533,B R,2015M,36.5,Mujeres
   Bahamas,0,44,B R,2015M,15.2,Mujeres
   Barbados,0,52,B R,2015M,12.8,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2015M,0.0,Mujeres
   British Virgin Islands*,18.0,92,B R,2015M,0.0,Mujeres
   Cayman Islands*,19.0,136,C R,2015M,0.0,Mujeres
   Cuba,0,192,B,2015M,0.0,Mujeres
   Curaçao*,20.0,531,B R,2015M,25.6,Mujeres
   Dominica,0,212,B,2015M,0.0,Mujeres
   Dominican Republic,0,214,B R,2015M,3.8,Mujeres
   Grenada,0,308,B,2015M,6.5,Mujeres
   Guadeloupe*,21.0,312,B,2015M,24.3,Mujeres
   Haiti,0,332,B R,2015M,0.1,Mujeres
   Jamaica,0,388,B R,2015M,0.8,Mujeres
   Martinique*,22.0,474,B R,2015M,19.5,Mujeres
   Montserrat*,23.0,500,B,2015M,0.0,Mujeres
   Puerto Rico*,24.0,630,B,2015M,8.5,Mujeres
   Saint Barthélemy*,0,652,0,2015M,0.0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2015M,0.0,Mujeres
   Saint Lucia,0,662,B R,2015M,4.9,Mujeres
   Saint Martin (French part)*,0,663,0,2015M,0.0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2015M,4.3,Mujeres
   Sint Maarten (Dutch part)*,25.0,534,B R,2015M,0.0,Mujeres
   Trinidad and Tobago,0,780,B R,2015M,3.7,Mujeres
   Turks and Caicos Islands*,26.0,796,B R,2015M,0.0,Mujeres
   United States Virgin Islands*,27.0,850,B,2015M,54.6,Mujeres
  Central America,0,916,0,2015M,1.1,Mujeres
   Belize,0,84,B R ,2015M,15.0,Mujeres
   Costa Rica,0,188,B R,2015M,8.8,Mujeres
   El Salvador,0,222,B R,2015M,0.7,Mujeres
   Guatemala,0,320,B R,2015M,0.5,Mujeres
   Honduras,0,340,B R,2015M,0.4,Mujeres
   Mexico,0,484,B R,2015M,0.8,Mujeres
   Nicaragua,0,558,B R,2015M,0.6,Mujeres
   Panama,0,591,B R,2015M,4.5,Mujeres
  South America,0,931,0,2015M,1.5,Mujeres
   Argentina,0,32,B R,2015M,5.1,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2015M,1.3,Mujeres
   Brazil,0,76,B R,2015M,0.3,Mujeres
   Chile,0,152,B,2015M,3.5,Mujeres
   Colombia,0,170,B,2015M,0.3,Mujeres
   Ecuador,0,218,B R,2015M,2.3,Mujeres
   Falkland Islands (Malvinas)*,28.0,238,B,2015M,0.0,Mujeres
   French Guiana*,29.0,254,B R,2015M,42.2,Mujeres
   Guyana,0,328,B R,2015M,1.0,Mujeres
   Paraguay,0,600,B R,2015M,2.3,Mujeres
   Peru,0,604,B R,2015M,0.4,Mujeres
   Suriname,0,740,C R,2015M,7.0,Mujeres
   Uruguay,0,858,B R,2015M,2.4,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2015M,4.6,Mujeres
 NORTHERN AMERICA,0,905,0,2015M,15.9,Mujeres
   Bermuda*,30.0,60,B,2015M,0.0,Mujeres
   Canada,0,124,B,2015M,21.4,Mujeres
   Greenland*,31.0,304,B,2015M,0.0,Mujeres
   Saint Pierre and Miquelon*,32.0,666,B,2015M,0.0,Mujeres
   United States of America*,33.0,840,B,2015M,15.3,Mujeres
 OCEANIA ,0,909,0,2015M,20.4,Mujeres
   Australia*,0,36,B,2015M,28.2,Mujeres
   New Zealand*,34.0,554,B,2015M,22.9,Mujeres
  Melanesia,0,928,0,2015M,1.1,Mujeres
   Fiji,0,242,B R,2015M,1.5,Mujeres
   New Caledonia*,0,540,B,2015M,24.3,Mujeres
   Papua New Guinea,0,598,C R,2015M,0.3,Mujeres
   Solomon Islands,0,90,B R,2015M,0.4,Mujeres
   Vanuatu,0,548,B R,2015M,1.2,Mujeres
  Micronesia,0,954,0,2015M,21.7,Mujeres
   Guam*,35.0,316,B,2015M,46.1,Mujeres
   Kiribati,0,296,B,2015M,2.4,Mujeres
   Marshall Islands,0,584,B,2015M,0.0,Mujeres
   Micronesia (Fed. States of),0,583,B,2015M,2.4,Mujeres
   Nauru,0,520,C R,2015M,0.0,Mujeres
   Northern Mariana Islands*,36.0,580,B,2015M,0.0,Mujeres
   Palau,0,585,B,2015M,0.0,Mujeres
  Polynesia*,0,957,0,2015M,9.9,Mujeres
   American Samoa*,0,16,B,2015M,0.0,Mujeres
   Cook Islands*,37.0,184,B R,2015M,0.0,Mujeres
   French Polynesia*,38.0,258,B R,2015M,9.6,Mujeres
   Niue*,39.0,570,B,2015M,0.0,Mujeres
   Samoa,0,882,B R,2015M,2.3,Mujeres
   Tokelau*,40.0,772,B R,2015M,0.0,Mujeres
   Tonga,0,776,B R,2015M,3.6,Mujeres
   Tuvalu,0,798,C,2015M,0.0,Mujeres
   Wallis and Futuna Islands*,41.0,876,B R,2015M,0.0,Mujeres
   Burundi,0,108,B R,2020M,2.9,Mujeres
   Comoros,0,174,B,2020M,1.5,Mujeres
   Djibouti,0,262,B R,2020M,12.1,Mujeres
   Eritrea,0,232,I R,2020M,0.3,Mujeres
   Ethiopia,0,231,B R,2020M,1.0,Mujeres
   Kenya,0,404,B R,2020M,1.9,Mujeres
   Madagascar,0,450,C R,2020M,0.1,Mujeres
   Malawi,0,454,B R,2020M,1.0,Mujeres
   Mauritius*,0,480,C,2020M,2.0,Mujeres
   Mayotte*,1.0,175,B R,2020M,43.2,Mujeres
   Mozambique,0,508,B R,2020M,1.1,Mujeres
   Réunion*,2.0,638,B,2020M,14.1,Mujeres
   Rwanda,0,646,B R,2020M,3.9,Mujeres
   Seychelles,0,690,B,2020M,8.2,Mujeres
   Somalia,0,706,I R,2020M,0.3,Mujeres
   South Sudan,0,728,B R,2020M,7.8,Mujeres
   Uganda,0,800,B R,2020M,3.8,Mujeres
   United Republic of Tanzania*,0,834,B R,2020M,0.7,Mujeres
   Zambia,0,894,B R,2020M,1.0,Mujeres
   Zimbabwe,0,716,B R,2020M,2.3,Mujeres
  Middle Africa,0,911,0,2020M,2.0,Mujeres
   Angola,0,24,B R,2020M,2.0,Mujeres
   Cameroon,0,120,B R,2020M,2.2,Mujeres
   Central African Republic,0,140,C R,2020M,1.7,Mujeres
   Chad,0,148,B R,2020M,3.6,Mujeres
   Congo,0,178,B R,2020M,6.4,Mujeres
   Democratic Republic of the Congo,0,180,B R,2020M,1.1,Mujeres
   Equatorial Guinea,0,226,C,2020M,8.5,Mujeres
   Gabon,0,266,C R,2020M,13.6,Mujeres
   Sao Tome and Principe,0,678,C,2020M,1.0,Mujeres
  Northern Africa,0,912,0,2020M,1.1,Mujeres
   Algeria,0,12,B R,2020M,0.5,Mujeres
   Egypt,0,818,B R,2020M,0.5,Mujeres
   Libya,0,434,C R,2020M,6.8,Mujeres
   Morocco,0,504,C R,2020M,0.3,Mujeres
   Sudan,3.0,729,B R,2020M,3.2,Mujeres
   Tunisia,0,788,C R,2020M,0.5,Mujeres
   Western Sahara,0,732,I,2020M,0.8,Mujeres
  Southern Africa,0,913,0,2020M,3.9,Mujeres
   Botswana,0,72,B R,2020M,3.9,Mujeres
   Eswatini,0,748,B R,2020M,2.7,Mujeres
   Lesotho,0,426,C R,2020M,0.5,Mujeres
   Namibia,0,516,B R,2020M,3.8,Mujeres
   South Africa,0,710,B R,2020M,4.1,Mujeres
  Western Africa,0,914,0,2020M,1.8,Mujeres
   Benin,0,204,C B R,2020M,3.4,Mujeres
   Burkina Faso,0,854,B R,2020M,3.6,Mujeres
   Cabo Verde,0,132,B R,2020M,2.8,Mujeres
   Côte d'Ivoire,0,384,C B R,2020M,8.8,Mujeres
   Gambia,0,270,B R,2020M,8.4,Mujeres
   Ghana,0,288,B R,2020M,1.4,Mujeres
   Guinea,0,324,C B R,2020M,0.7,Mujeres
   Guinea-Bissau,0,624,B R,2020M,0.9,Mujeres
   Liberia,0,430,B R,2020M,1.5,Mujeres
   Mali,0,466,B R,2020M,2.4,Mujeres
   Mauritania,0,478,C R,2020M,3.4,Mujeres
   Niger,0,562,B R,2020M,1.5,Mujeres
   Nigeria,0,566,C R,2020M,0.6,Mujeres
   Saint Helena*,4.0,654,C,2020M,0.0,Mujeres
   Senegal,0,686,B R,2020M,1.5,Mujeres
   Sierra Leone,0,694,B R,2020M,0.6,Mujeres
   Togo,0,768,C R,2020M,3.3,Mujeres
 ASIA,0,935,0,2020M,1.6,Mujeres
  Central Asia,0,5500,0,2020M,7.7,Mujeres
   Kazakhstan,0,398,B R,2020M,19.5,Mujeres
   Kyrgyzstan,0,417,B R,2020M,3.6,Mujeres
   Tajikistan,0,762,B R,2020M,3.3,Mujeres
   Turkmenistan,0,795,B R,2020M,3.3,Mujeres
   Uzbekistan,0,860,B R,2020M,3.7,Mujeres
  Eastern Asia,0,906,0,2020M,0.6,Mujeres
   China*,0,156,C,2020M,0.1,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2020M,45.7,Mujeres
"   China, Macao SAR*",0,446,B,2020M,64.1,Mujeres
"   China, Taiwan Province of China*",0,158,0,2020M,0.0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2020M,0.2,Mujeres
   Japan,0,392,C,2020M,2.2,Mujeres
   Mongolia,0,496,C R,2020M,0.4,Mujeres
   Republic of Korea,0,410,C R,2020M,3.0,Mujeres
  South-Eastern Asia,0,920,0,2020M,1.5,Mujeres
   Brunei Darussalam,0,96,B,2020M,23.1,Mujeres
